정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
대성유니드아파트,40674,986,4552,986,4552,0,178
대성유니드아파트,40675,2428,406,2428,406,0,91
대신아파트,41406,5665,1726,5665,1726,0,238
대신철강,42859,11,1162,11,1162,0,37
대야초교.ABC학습타운입구,70017,335,1701,335,1701,0,65
대야초교.ABC학습타운입구,70020,1963,622,1963,622,0,83
대양자동차학원,35073,14,2213,8,2213,6,71
대우삼환아파트,38078,6256,4196,6256,4196,0,337
대우삼환아파트,38591,1352,3308,1351,3308,1,150
대우실업,41485,21,34,21,34,0,1
대우실업,41505,22,1,22,1,0,0
대우아파트,38206,4482,3898,4481,3898,1,270
대우아파트,38208,3770,3260,3769,3260,1,226
대우아파트,40321,143,398,143,398,0,17
대우아파트,40340,797,540,797,540,0,43
대우일렉트로닉스,37462,56,1037,56,1037,0,35
대우일렉트로닉스,37463,46,397,46,397,0,14
대우자동차운전학원,42262,473,289,473,289,0,24
대우자동차운전학원,42263,202,408,202,408,0,19
대우재아파트,39702,12,399,9,399,3,13
대우재아파트,39703,513,407,510,407,3,29
대우푸르지오,42407,29772,4158,29771,4158,1,1094
대우푸르지오,42842,1036,3674,1030,3674,6,151
대우푸르지오복합상가,39605,2776,1740,2756,1740,20,145
대우하나아파트,89073,18342,10861,18321,10861,21,942
대우하나아파트,89074,9055,12747,9044,12747,11,703
대웅실업앞,92003,35,317,35,317,0,11
대원레스피아1단지아파트,42643,8892,58,8892,58,0,288
대원정밀,39475,418,804,418,804,0,39
대월초등학교,90094,0,4,0,4,0,0
대월초등학교,90095,10,0,10,0,0,0
대은교회,42143,5031,8903,5016,8903,15,449
대인고등학교,42344,2288,3178,2286,3178,2,176
대인고등학교,42345,4016,1858,3997,1858,19,189
대인고등학교,89490,268,994,268,994,0,40
대일엠앤쿡,39059,734,1786,734,1786,0,81
대장간마을,43703,339,152,323,152,16,15
대정,90117,3,74,3,74,0,2
대정,90118,62,1,61,1,1,2
대주아파트,42469,1924,11528,1924,11528,0,433
대주파크빌,42466,6129,1143,6129,1143,0,234
대진아파트,40415,2598,2495,2598,2495,0,164
대촌,43393,52,68,50,68,2,3
대촌,43545,29,21,29,21,0,1
대촌마을,41663,24,5,24,5,0,0
대토단지앞,39813,953,25,953,25,0,31
대한솔루션알앤디센터,39557,20,405,20,405,0,13
대한제당,35169,1106,43,1105,43,1,37
대한제당,35220,23,1401,23,1401,0,45
대현목재,89205,160,26,160,26,0,6
대화초등학교,37397,6474,2472,6474,2472,0,288
대화초등학교,37399,2767,5063,2767,5063,0,252
대흥,43194,30,363,30,363,0,12
대흥,43591,403,32,384,32,19,14
대흥식당,35688,47,23,46,23,1,2
대흥식당,35689,30,49,30,49,0,2
더리미경로당,43363,19,26,18,26,1,1
더리미경로당,43731,22,30,22,30,0,1
더리미미술관,43961,122,24,107,24,15,4
더리미미술관,43962,6,2,4,2,2,0
더리미장어마을,43680,6,43,6,43,0,1
더리미장어마을,43864,25,11,24,11,1,1
더샵그린스퀘어105동,92021,2025,214,2025,214,0,72
더샵그린스퀘어107동,92022,207,2763,207,2763,0,95
더샵그린애비뉴,38486,9517,8484,9515,8484,2,580
더샵그린애비뉴,38510,776,16,776,16,0,25
더샵그린워크1단지,38495,5572,2527,5561,2527,11,261
더샵부평센트럴시티(101동),40061,1861,2813,1861,2813,0,150
더샵부평센트럴시티(101동),40065,2680,1272,2680,1272,0,127
더샵부평센트럴시티(127동),40050,9603,15390,9571,15390,32,806
더샵센트럴시티204동,92020,74,2213,74,2213,0,73
더샵센트럴시티205동,92019,4970,2879,4970,2879,0,253
더샵송도마리나베이,38765,15,1286,15,1286,0,41
더샵송도마리나베이,38766,933,8,933,8,0,30
더샵송도프라임뷰20단지,38561,1374,4594,1367,4594,7,192
더샵엑스포빌리지,38480,8283,3621,8282,3621,1,384
더샵퍼스트파크13단지,38601,1174,259,1171,259,3,46
더샵퍼스트파크13단지,38602,113,666,113,666,0,25
더샵하버뷰,38485,11810,7812,11810,7812,0,632
더샵하버뷰,38487,3446,2230,3441,2230,5,183
더샵하버뷰(D13),38453,1550,1072,1540,1072,10,84
더샵하버뷰(D13),38466,1275,1858,1270,1858,5,101
더샵하버뷰(D14),38454,1033,693,1033,693,0,55
더샵하버뷰14단지,38504,1603,1358,1603,1358,0,95
더월드스테이트2단지,37657,871,367,854,367,17,39
더월드스테이트후문,37422,68,776,59,776,9,27
더포레스트아파트,39876,8240,1777,8240,1777,0,323
더포레스트아파트,39877,4817,8459,4817,8459,0,428
더프라우,38410,9408,25866,9407,25866,1,1137
더필립요양병원,40461,1984,4194,1984,4194,0,199
덕고개삼거리,43723,62,49,61,49,1,3
덕고개삼거리,43750,13,62,13,62,0,2
덕골,43397,23,6,23,6,0,0
덕골,43399,18,25,18,25,0,1
덕교3거리,35012,137,39,137,39,0,5
덕교동,35003,806,163,806,163,0,31
덕교동,35005,129,1363,129,1363,0,48
덕교동,35259,1390,313,1389,313,1,54
덕교삼거리,35214,37,209,37,209,0,7
덕신고등학교(강화읍교회),90228,19,127,18,127,1,4
덕신고등학교(강화읍교회),90229,133,148,133,148,0,9
덕유마을.설악마을,11187,2628,1355,2628,1355,0,128
덕유마을.설악마을,55073,1217,695,1216,695,1,61
덕음,43657,15,10,15,10,0,0
덕응,43983,8,16,8,16,0,0
덕응,43986,18,11,17,11,1,0
덕정가든,43173,0,20,0,20,0,0
덕정가든,43296,36,3,35,3,1,1
덕진사거리,43870,56,15,56,15,0,2
덕진사거리,90310,3,10,3,10,0,0
덕진진,43637,19,82,14,82,5,3
덕진진,43672,37,5,37,5,0,1
덕창기계,39723,176,46,176,46,0,7
덕포리,43006,378,219,375,219,3,19
덕포리,43100,183,267,179,267,4,14
덕하교앞,43449,4,42,4,42,0,1
덕하교앞,43727,20,38,19,38,1,1
덕화2리,43468,59,18,59,18,0,2
덕화2리,43730,5,27,5,27,0,1
덕화2리마을회관,43923,40,21,40,21,0,1
덕화2리마을회관,43924,4,21,4,21,0,0
덕화3리마을회관,43609,150,111,148,111,2,8
덕화3리입구,43469,7,10,7,10,0,0
덕화3리입구,43729,28,51,26,51,2,2
덕화교회앞,90398,1,42,1,42,0,1
덕화교회앞,90399,12,4,12,4,0,0
도간마을,43612,38,0,38,0,0,1
도간마을,43664,0,32,0,32,0,1
도감말,43733,15,3,15,3,0,0
도감말,43754,6,11,6,11,0,0
도곡한신아파트,23504,59,46,59,46,0,3
도담공원.푸르지오더베뉴,89397,4576,1892,4576,1892,0,208
도담공원.푸르지오더베뉴,89398,3017,4365,3017,4365,0,238
도담공원·인천이음중학교(서측),89482,2025,1889,2025,1889,0,126
도두리마을,41565,16472,1906,16472,1906,0,592
도두리마을,41566,2630,12566,2630,12566,0,490
도림고등학교,92066,122,209,122,209,0,10
도림동고개,39160,1183,668,1181,668,2,59
도림동고개,39161,660,1603,660,1603,0,73
도림동입구,39140,8183,1846,8183,1846,0,323
도림동입구,39141,5,2153,5,2153,0,69
도림아이파크아파트,39155,7662,3947,7656,3947,6,374
도림육교,39154,3547,6625,3547,6625,0,328
도림주공1단지,39152,15635,12317,15624,12317,11,901
도림주공1단지,39153,13927,11535,13913,11535,14,821
도림주공208동,39142,6712,3158,6708,3158,4,318
도림주공208동,39143,4715,7210,4714,7210,1,384
도림주공2단지,39146,4567,4488,4558,4488,9,292
도림주공2단지,39149,3719,2447,3715,2447,4,198
도림주철관1공장,89307,366,618,366,618,0,31
도림주철관공업(주),42293,3482,1167,3482,1167,0,149
도림포도원,39150,313,3666,310,3666,3,128
도림포도원,39151,387,400,387,400,0,25
도원고개(도원역),36001,3953,3299,3948,3299,5,233
도원고개(동구청방향),36170,50,47,50,47,0,3
도원동행정복지센터,35180,3142,2750,3136,2750,6,190
도원동행정복지센터,36128,92,331,92,331,0,13
도원동행정복지센터(앞),35788,113,163,113,163,0,8
도원동행정복지센터(앞),35798,196,129,196,129,0,10
도원역(인천축구전용경기장),35176,8051,5319,8030,5319,21,431
도원역(인천축구전용경기장),37549,1628,3680,1626,3680,2,171
도장골삼거리,44122,0,4,0,4,0,0
도장재마을,43167,18,2,18,2,0,0
도장재마을,43225,3,30,3,30,0,1
도화1동행정복지센터,37340,11381,9958,11361,9958,20,688
도화IC,37356,26062,20434,26055,20434,7,1499
도화e편한세상604동,37578,536,92,536,92,0,20
도화e편한세상아파트,37612,196,1605,196,1605,0,58
도화e편한세상아파트,37613,4614,1918,4612,1918,2,210
도화e편한세상아파트5단지,37624,3259,1518,3259,1518,0,154
도화e편한세상아파트6단지,37626,2380,3945,2380,3945,0,204
도화동신협(구박문여고),36003,10576,4615,10573,4615,3,490
도화동신협(구박문여고),37499,5034,7691,5031,7691,3,410
도화사거리.도화역,37390,856,805,856,805,0,53
도화사거리.도화역,37392,452,1177,452,1177,0,52
도화사거리·더샵인천스카이타워,37673,7290,4113,7284,4113,6,367
도화사거리·더샵인천스카이타워,37674,2792,6857,2785,6857,7,311
도화서희스타힐스,37625,1676,2515,1676,2515,0,135
도화역,37629,6293,7297,6293,7297,0,438
도화초등학교.수봉도서관,37366,7102,6389,7102,6389,0,435
도화초등학교.수봉도서관,37367,11561,12548,11553,12548,8,777
독골사거리,42175,2859,1372,2859,1372,0,136
독배로317번길(삼거리),37634,7465,217,7465,217,0,247
독장골,43351,1,21,1,21,0,0
독장골,43846,14,1,14,1,0,0
독정역(서구동구예비군훈련장),42377,4783,4717,4783,4717,0,306
독정역(서구동구예비군훈련장),42378,9580,5858,9571,5858,9,498
독정이고개,37234,29291,21062,29243,21062,48,1624
독정이고개,37238,19755,27113,19707,27113,48,1511
돈대마을,43925,29,1,24,1,5,0
돈대마을,43926,8,13,8,13,0,0
돈대모루,43422,1,6,1,6,0,0
돈대모루,43447,9,12,9,12,0,0
돌머루(대산종점),43707,91,80,90,80,1,5
돌산밑,35320,186,14,186,14,0,6
돌산밑,35396,12,235,12,235,0,7
돌성,43364,39,270,38,270,1,9
돌성,43587,205,64,205,64,0,8
돌팍재삼거리,35273,615,1101,614,1101,1,55
돌팍재삼거리,35277,956,696,953,696,3,53
돌팍재한뿌리,35304,201,298,201,298,0,16
돌팍재한뿌리,35315,125,382,125,382,0,16
동강리,35245,116,80,116,80,0,6
동강리,35246,59,85,58,85,1,4
동강리,35317,18,81,18,81,0,3
동강리,35393,134,27,128,27,6,5
동검도삼거리,43223,1,30,1,30,0,1
동검도삼거리,43642,64,1,63,1,1,2
동검리마을회관입구,90069,0,15,0,15,0,0
동검리마을회관입구,90070,9,0,9,0,0,0
동검리입구,43856,3,25,3,25,0,0
동검리입구,43877,21,17,21,17,0,1
동검리종점,43889,72,28,71,28,1,3
동검상회,43226,5,0,5,0,0,0
동검상회,43519,0,2,0,2,0,0
동광리어,41083,1170,564,1169,564,1,55
동광리어,41084,666,2162,666,2162,0,91
동광제일교회,40411,437,617,437,617,0,34
동교동삼거리,22012,6637,63,6637,63,0,216
동교동삼거리,23033,161,5068,161,5068,0,168
동구선거관리위원회,36110,3284,9267,3254,9267,30,404
동구청,36011,564,584,564,584,0,37
동구청소년수련관.달동네박물관,36026,16235,14974,16124,14974,111,1006
동국제강,36068,1945,3471,1938,3471,7,174
동국제강,36074,315,161,315,161,0,15
동국제강후문,36069,127,710,127,710,0,27
동국제강후문,36070,949,119,949,119,0,34
동남스포피아,38226,9948,7644,9948,7644,0,567
동남스포피아,38227,10358,8800,10358,8800,0,618
동남아파트,38267,1166,6608,1166,6608,0,250
동남아파트,38268,3082,1114,3082,1114,0,135
동남아파트,70039,603,622,603,622,0,39
동남아파트(무지개아파트),38337,998,4166,982,4166,16,166
동녘개,90147,1,9,1,9,0,0
동녘개,90148,31,21,31,21,0,1
동녘마을입구,39660,33,697,33,697,0,23
동들머리,43705,6,7,5,7,1,0
동들머리,43885,17,34,17,34,0,1
동막교회,43499,14,62,13,62,1,2
동막교회,43514,57,9,57,9,0,2
동막역(1번출구),38039,35975,54617,35916,54617,59,2922
동막역(3번출구),38433,51713,27572,51691,27572,22,2557
동막역(4번출구),38338,9254,976,9254,976,0,330
동막초등학교,38054,913,4159,913,4159,0,163
동막해변,43408,59,99,58,99,1,5
동막해변,43511,167,66,165,66,2,7
동문아파트,42436,13718,13989,13717,13989,1,893
동방중학교,92038,486,385,486,385,0,28
동방초등학교,92037,53,200,53,200,0,8
동보2차아파트,41053,35,655,35,655,0,22
동보2차아파트,41059,856,102,856,102,0,30
동보노빌리티,35488,3246,3147,3242,3147,4,206
동보노빌리티,35489,3579,2643,3579,2643,0,200
동보아파트,39125,2937,5408,2937,5408,0,269
동보아파트,39126,5288,1797,5288,1797,0,228
동보아파트,41056,4331,546,4331,546,0,157
동보아파트,41063,1070,3856,1070,3856,0,158
동보아파트,41136,335,1007,333,1007,2,43
동보아파트,41143,12522,16931,12515,16931,7,950
동보아파트,70040,331,668,331,668,0,32
동보아파트후문,41129,1134,311,1125,311,9,46
동부아파트,36052,1284,2310,1274,2310,10,115
동부아파트,37192,487,466,487,466,0,30
동산고,36018,12479,3882,12468,3882,11,527
동산고등학교,36021,5679,12856,5667,12856,12,597
동산교회,36010,1668,2802,1666,2802,2,144
동산교회,36012,2950,3634,2941,3634,9,212
동산교회,90303,1,1,1,1,0,0
동산리마을회관,90302,16,4,16,4,0,0
동산리입구,90291,6,8,6,8,0,0
동산중고등학교(재능대정문),36029,8722,968,8722,968,0,312
동산휴먼시아2단지,36022,2889,508,2889,508,0,109
동산휴먼시아2단지,36023,926,4274,926,4274,0,167
동서식품,40623,2506,2346,2503,2346,3,156
동서식품,40624,1760,3358,1759,3358,1,165
동성.길훈아파트,42495,3263,5529,3262,5529,1,283
동성아파트,42496,4778,2368,4778,2368,0,230
동수교회,40184,159,1085,151,1085,8,40
동수역,40108,3092,5280,3092,5280,0,270
동수역,40110,7261,5783,7261,5783,0,420
동수역,40124,2043,12164,2043,12164,0,458
동수치안센터,40188,8607,8876,8606,8876,1,563
동수치안센터,40189,11420,12576,11419,12576,1,774
동아.팬더아파트,39233,7026,10161,7026,10161,0,554
동아.팬더아파트,39236,10439,5891,10439,5891,0,526
동아2단지정문,40324,1359,441,1359,441,0,58
동아금호아파트,38344,5762,12515,5762,12515,0,589
동아금호아파트,38347,7335,2634,7327,2634,8,321
동아아파트,37248,932,1207,932,1207,0,69
동아아파트,41070,3176,1109,3174,1109,2,138
동아아파트,41072,1124,2587,1122,2587,2,119
동아아파트,41403,1093,3954,1093,3954,0,162
동아아파트,42404,3311,4056,3311,4056,0,237
동아아파트,42406,5834,3154,5834,3154,0,289
동아아파트후문,40257,2264,2726,2261,2726,3,160
동아아파트후문,40258,2531,1725,2524,1725,7,137
동아전기,42647,696,966,695,966,1,53
동아전기,42725,1297,987,1294,987,3,73
동아정밀,42037,1288,2821,1288,2821,0,132
동아풍림아파트,37037,14174,17520,14174,17520,0,1022
동암국민주택,40014,3116,737,3116,737,0,124
동암국민주택,40015,621,1870,621,1870,0,80
동암남부역,40034,38760,27245,38760,27245,0,2129
동암남부역,40797,133649,113902,133424,113902,225,7985
동암남부역,40861,724,6725,724,6725,0,240
동암남부역,40862,18785,13429,18785,13429,0,1039
동암북부역,40013,31055,15727,31004,15727,51,1509
동암북부역,40035,10151,29575,10137,29575,14,1281
동암북부역광장,40800,70859,56240,70630,56240,229,4099
동암사거리,40001,14008,14901,14007,14901,1,932
동암사거리,40003,3394,5779,3388,5779,6,295
동양도서관,41522,6756,3925,6755,3925,1,344
동양도서관(휴먼빌아파트),41523,4081,5012,4081,5012,0,293
동양엔파트4단지,42820,2600,3896,2599,3896,1,209
동양엔파트4단지,42837,3873,1909,3873,1909,0,186
동양엔파트5단지,42986,2450,3189,2450,3189,0,181
동양자이입구,41554,2696,3644,2696,3644,0,204
동양자이입구,41555,2962,2515,2962,2515,0,176
동양장사거리,37301,7615,6281,7615,6281,0,448
동양주공1.2단지,41372,10933,2889,10932,2889,1,445
동양주공1.2단지,41373,2521,7522,2521,7522,0,323
동양지구1단지정문,41521,827,2100,827,2100,0,94
동양지구입구,41445,4492,579,4492,579,0,163
동양지구입구,41446,1223,5961,1223,5961,0,231
동양하이테크,42966,26,233,26,233,0,8
동원로얄듀크마리나포레,35890,1202,516,1202,516,0,55
동원로얄듀크마리나포레,35891,329,1171,329,1171,0,48
동원아파트,25166,197,289,197,289,0,15
동원아파트,25167,395,89,395,89,0,15
동원아파트,37376,4377,1928,4375,1928,2,203
동원아파트,37379,1681,2821,1681,2821,0,145
동인천,35188,28577,35079,28577,35079,0,2053
동인천(우리은행앞),35517,759,507,744,507,15,40
동인천동행정복지센터,35795,12,292,12,292,0,9
동인천동행정복지센터,35805,78,107,78,107,0,5
동인천역,35185,102551,47844,102447,47844,104,4851
동인천역,35187,4974,10281,4973,10281,1,492
동인천역,35191,71839,88138,71689,88138,150,5160
동인천역,35192,10965,22729,10936,22729,29,1086
동인천역북광장,36136,23411,17078,23359,17078,52,1306
동인천역북광장,36137,30968,15132,30926,15132,42,1487
동인천중학교,39229,1391,869,1385,869,6,72
동인천중학교,39230,1871,1121,1866,1121,5,96
동일방직,36031,3302,3260,3286,3260,16,211
동일방직,36032,3574,2793,3573,2793,1,205
동일아파트,35177,662,1444,659,1444,3,67
동작세무서,20005,32,425,32,425,0,14
동주농장,43349,3,11,3,11,0,0
동주농장,43401,24,2,23,2,1,0
동촌,43407,98,1,96,1,2,3
동촌,43793,2,71,2,71,0,2
동춘2동행정복지센터,38045,1127,6053,1127,6053,0,231
동춘2동행정복지센터,38046,5337,683,5337,683,0,194
동춘동종점,38037,550,1077,541,1077,9,52
동춘동차고지,38569,621,398,621,398,0,32
동춘롤러경기장,38704,282,552,282,552,0,26
동춘마을아파트,38082,6915,5414,6908,5414,7,397
동춘마을아파트,38087,3734,6867,3734,6867,0,341
동춘역,38346,33014,21860,32931,21860,83,1770
동춘역(이마트),38060,13912,591,13912,591,0,467
동춘역(이마트.스퀘어원),38070,29378,38629,29374,38629,4,2193
돼지슈퍼.간동입구,80019,55,874,55,874,0,29
두두미마을,43289,6,0,6,0,0,0
두두미마을,43869,0,5,0,5,0,0
두밀경노당,89328,9,171,9,171,0,5
두밀경노당,89331,132,10,131,10,1,4
두산아파트,40564,2197,3794,2197,3794,0,193
두산위브아파트,37043,14956,8756,14956,8756,0,764
두산위브아파트,40630,11522,568,11522,568,0,390
두산위브아파트,40648,404,1331,404,1331,0,55
두운1리마을회관앞,90047,2,60,2,60,0,2
두운1리마을회관앞,90048,26,4,26,4,0,0
두운리,43034,139,92,139,92,0,7
두운리,43540,135,221,135,221,0,11
둑실경로당,41498,5,35,5,35,0,1
둑실경로당,41514,68,0,68,0,0,2
둑실동(아라마루전망대),41494,1,63,1,63,0,2
둑실동(아라마루전망대),41512,179,3,179,3,0,5
둑실동회차지,41500,87,36,87,36,0,3
둥개마을오거리,35861,9,43,9,43,0,1
둥개마을오거리,35862,16,2,16,2,0,0
둥깨마을입구(세븐일레븐),35721,31,12,29,12,2,1
둥깨마을입구(세븐일레븐),35722,68,26,67,26,1,3
둥깨마을입구(용성철강),35723,2,24,2,24,0,0
둥깨마을입구(용성철강),35724,3,12,3,12,0,0
뒤골입구,35668,19,0,19,0,0,0
뒤골입구,35669,3,29,3,29,0,1
뒷골 입구,90377,21,26,21,26,0,1
뒷골 입구,90380,15,0,15,0,0,0
뒷방죽들,39959,835,20,835,20,0,27
뒷방죽들,39960,6128,7842,6128,7842,0,450
드라이빙센터,35589,50,1705,50,1705,0,56
드림로갈산교,41342,335,41,335,41,0,12
드림로갈산교,41343,47,925,47,925,0,31
드림파크야생화단지,89363,2109,16,2109,16,0,68
드림파크야생화단지,89364,11,2247,10,2247,1,72
드무리해변,44011,46,467,46,467,0,16
드무리해변,44012,508,50,508,50,0,18
디에스솔텍,39035,2947,2273,2947,2273,0,168
디에스솔텍,39038,2045,1984,2045,1984,0,129
디에트로더힐,89455,4611,5191,4611,5191,0,316
디에트로더힐,89464,721,4,721,4,0,23
디에트르더힐(고산터널),89396,4406,6703,4406,6703,0,358
뗏마루어린이공원·신화아파트,39405,4390,6690,4367,6690,23,357
라마다 인천호텔,92075,196,1132,196,1132,0,42
라이크홈기숙사앞,39993,1485,1419,1485,1419,0,93
라이크홈기숙사앞,39994,2171,1533,2171,1533,0,119
라이크홈기숙사앞,39995,865,65,865,65,0,30
라이크홈기숙사앞,39996,32,637,32,637,0,21
